#multi:
	masse A	masse B	masse C	masse D	
t	y	y	y	y	
0.000000E0	1.471009E-1	1.476539E-1	1.471009E-1	1.465478E-1
4.166667E-3	1.501837E-1	1.507035E-1	1.502064E-1	1.496041E-1
8.333333E-3	1.534615E-1	1.539778E-1	1.534862E-1	1.528831E-1
1.250000E-2	1.568945E-1	1.573811E-1	1.569080E-1	1.562721E-1
1.666667E-2	1.602803E-1	1.607526E-1	1.602785E-1	1.596476E-1
2.083333E-2	1.636367E-1	1.640731E-1	1.636127E-1	1.629560E-1
2.500000E-2	1.669864E-1	1.673859E-1	1.669085E-1	1.662678E-1
2.916667E-2	1.693067E-1	1.699268E-1	1.701094E-1	1.695336E-1
3.333333E-2	1.726326E-1	1.741096E-1	1.734213E-1	1.728847E-1
3.750000E-2	1.759044E-1	1.774061E-1	1.768680E-1	1.763175E-1
4.166667E-2	1.802251E-1	1.808549E-1	1.802339E-1	1.797063E-1
4.583333E-2	1.836222E-1	1.851890E-1	1.836681E-1	1.831050E-1
5.000000E-2	1.880112E-1	1.886367E-1	1.880342E-1	1.874827E-1
5.416667E-2	1.924208E-1	1.930138E-1	1.924569E-1	1.918904E-1
5.833333E-2	1.957898E-1	1.974354E-1	1.968826E-1	1.963157E-1
6.250000E-2	2.012661E-1	2.018856E-1	2.013417E-1	2.007708E-1
6.666667E-2	2.046322E-1	2.062826E-1	2.057747E-1	2.051803E-1
7.083333E-2	2.112501E-1	2.117712E-1	2.112453E-1	2.106653E-1
7.500000E-2	2.159060E-1	2.162006E-1	2.156831E-1	2.151006E-1
7.916667E-2	2.204115E-1	2.206709E-1	2.211361E-1	2.195769E-1
8.333333E-2	2.255473E-1	2.261432E-1	2.256424E-1	2.250421E-1
8.750000E-2	2.301519E-1	2.317115E-1	2.311081E-1	2.295247E-1
9.166667E-2	2.355925E-1	2.370814E-1	2.356451E-1	2.350224E-1
9.583333E-2	2.411127E-1	2.426607E-1	2.411599E-1	2.405769E-1
1.000000E-1	2.466512E-1	2.482428E-1	2.477085E-1	2.461142E-1
1.041667E-1	2.532278E-1	2.538718E-1	2.533043E-1	2.526968E-1
1.083333E-1	2.588449E-1	2.604087E-1	2.598872E-1	2.583186E-1
1.125000E-1	2.654100E-1	2.670094E-1	2.655037E-1	2.648895E-1
1.166667E-1	2.720350E-1	2.736161E-1	2.721030E-1	2.715063E-1
1.208333E-1	2.786267E-1	2.794101E-1	2.787014E-1	2.781187E-1
1.250000E-1	2.843677E-1	2.859053E-1	2.842822E-1	2.837705E-1
1.291667E-1	2.908251E-1	2.916148E-1	2.908556E-1	2.902969E-1
1.333333E-1	2.975324E-1	2.990885E-1	2.986258E-1	2.969581E-1
1.375000E-1	3.041943E-1	3.057695E-1	3.052505E-1	3.058149E-1
1.416667E-1	3.108519E-1	3.124607E-1	3.119473E-1	3.124732E-1
1.458333E-1	3.184993E-1	3.201311E-1	3.196000E-1	3.201255E-1
1.500000E-1	3.262262E-1	3.269227E-1	3.263412E-1	3.269428E-1
1.541667E-1	3.339382E-1	3.346629E-1	3.340849E-1	3.346428E-1
1.583333E-1	3.407033E-1	3.422919E-1	3.417834E-1	3.423216E-1
1.625000E-1	3.495028E-1	3.495028E-1	3.495028E-1	3.500928E-1
1.666667E-1	3.572460E-1	3.572480E-1	3.572464E-1	3.578277E-1
1.708333E-1	3.650005E-1	3.650036E-1	3.650091E-1	3.655854E-1
1.750000E-1	3.727236E-1	3.727221E-1	3.727198E-1	3.733232E-1
1.791667E-1	3.805220E-1	3.805272E-1	3.805459E-1	3.820169E-1
1.833333E-1	3.882320E-1	3.882390E-1	3.882428E-1	3.897445E-1
1.875000E-1	3.969980E-1	3.969999E-1	3.969712E-1	3.976493E-1
1.916667E-1	4.048926E-1	4.048944E-1	4.048903E-1	4.064005E-1
1.958333E-1	4.137400E-1	4.137567E-1	4.137555E-1	4.153138E-1
2.000000E-1	4.225855E-1	4.225874E-1	4.225871E-1	4.241663E-1
2.041667E-1	4.314313E-1	4.314335E-1	4.313971E-1	4.330234E-1
2.083333E-1	4.411849E-1	4.411845E-1	4.411007E-1	4.420152E-1
2.125000E-1	4.501010E-1	4.500939E-1	4.500493E-1	4.508120E-1
2.166667E-1	4.591070E-1	4.591086E-1	4.590874E-1	4.606070E-1
2.208333E-1	4.688173E-1	4.688224E-1	4.680085E-1	4.695485E-1
2.250000E-1	4.778375E-1	4.778453E-1	4.777009E-1	4.793338E-1
2.291667E-1	4.876493E-1	4.876495E-1	4.867727E-1	4.883566E-1
2.333333E-1	4.966298E-1	4.966273E-1	4.964547E-1	4.981207E-1
2.375000E-1	5.065624E-1	5.065780E-1	5.064334E-1	5.081325E-1
2.416667E-1	5.166272E-1	5.166202E-1	5.165324E-1	5.181907E-1
2.458333E-1	5.265026E-1	5.264993E-1	5.264225E-1	5.280914E-1
2.500000E-1	5.364474E-1	5.364896E-1	5.363838E-1	5.380938E-1
2.541667E-1	5.463282E-1	5.464031E-1	5.462352E-1	5.480287E-1
2.583333E-1	5.561940E-1	5.562920E-1	5.561236E-1	5.579612E-1
2.625000E-1	5.661718E-1	5.662579E-1	5.660778E-1	5.679233E-1
2.666667E-1	5.752440E-1	5.752269E-1	5.752579E-1	5.756842E-1
2.708333E-1	5.850016E-1	5.845323E-1	5.840906E-1	5.846155E-1
2.750000E-1	5.939099E-1	5.934592E-1	5.938309E-1	5.935017E-1
2.791667E-1	6.028279E-1	6.023190E-1	6.027718E-1	6.032514E-1
2.833333E-1	6.116643E-1	6.111358E-1	6.116014E-1	6.121284E-1
2.875000E-1	6.204693E-1	6.199245E-1	6.204102E-1	6.209710E-1
2.916667E-1	6.282765E-1	6.286878E-1	6.282510E-1	6.380025E-1
2.958333E-1	6.370021E-1	6.365616E-1	6.369245E-1	6.463829E-1
3.000000E-1	6.448191E-1	6.443186E-1	6.447498E-1	6.541004E-1
3.041667E-1	6.525214E-1	6.520684E-1	6.524891E-1	6.618707E-1
3.083333E-1	6.602716E-1	6.598005E-1	6.602515E-1	6.568760E-1
3.125000E-1	6.680566E-1	6.675252E-1	6.680414E-1	6.645997E-1
3.166667E-1	6.756682E-1	6.751662E-1	6.755979E-1	6.721701E-1
