	masse A	
t	y	
0.000000E0	6.202982E-2
3.333333E-2	6.538743E-2
6.666667E-2	6.223146E-2
1.000000E-1	6.232825E-2
1.333333E-1	6.247808E-2
1.666667E-1	6.307822E-2
2.000000E-1	6.314575E-2
2.333333E-1	6.187084E-2
2.666667E-1	6.209476E-2
3.000000E-1	6.196550E-2
3.333333E-1	6.312642E-2
3.666667E-1	6.167230E-2
4.000000E-1	6.172541E-2
4.333333E-1	6.329756E-2
4.666667E-1	6.216501E-2
5.000000E-1	6.222823E-2
5.333333E-1	6.256930E-2
5.666667E-1	6.237032E-2
6.000000E-1	6.233002E-2
6.333333E-1	6.290676E-2
6.666667E-1	6.328235E-2
7.000000E-1	6.388654E-2
7.333333E-1	6.346949E-2
7.666667E-1	6.466603E-2
8.000000E-1	6.529644E-2
8.333333E-1	6.640951E-2
8.666667E-1	6.629434E-2
9.000000E-1	6.746699E-2
9.333333E-1	6.946800E-2
9.666667E-1	6.954720E-2
1.000000E0	7.154792E-2
1.033333E0	7.238949E-2
1.066667E0	7.367426E-2
1.100000E0	7.491150E-2
1.133333E0	7.678967E-2
1.166667E0	7.880072E-2
1.200000E0	8.046077E-2
1.233333E0	8.135894E-2
1.266667E0	8.288272E-2
1.300000E0	8.524054E-2
1.333333E0	8.686956E-2
1.366667E0	8.885779E-2
1.400000E0	9.144812E-2
1.433333E0	9.308422E-2
1.466667E0	9.541614E-2
1.500000E0	9.751461E-2
1.533333E0	9.955477E-2
1.566667E0	1.023611E-1
1.600000E0	1.047208E-1
1.633333E0	1.070741E-1
1.666667E0	1.093480E-1
1.700000E0	1.121785E-1
1.733333E0	1.150039E-1
1.766667E0	1.173958E-1
1.800000E0	1.197439E-1
1.833333E0	1.230071E-1
1.866667E0	1.267678E-1
1.900000E0	1.307874E-1
1.933333E0	1.344655E-1
1.966667E0	1.370352E-1
2.000000E0	1.400225E-1
2.033333E0	1.440987E-1
2.066667E0	1.471765E-1
2.100000E0	1.508514E-1
2.133333E0	1.540521E-1
2.166667E0	1.580490E-1
2.200000E0	1.606850E-1
2.233333E0	1.650366E-1
2.266667E0	1.695248E-1
2.300000E0	1.739524E-1
2.333333E0	1.779136E-1
2.366667E0	1.823735E-1
2.400000E0	1.867954E-1
2.433333E0	1.912613E-1
2.466667E0	1.957680E-1
2.500000E0	2.009176E-1
2.533333E0	2.055224E-1
2.566667E0	2.100573E-1
2.600000E0	2.152934E-1
2.633333E0	2.203056E-1
2.666667E0	2.262897E-1
2.700000E0	2.309537E-1
2.733333E0	2.367246E-1
2.766667E0	2.420378E-1
2.800000E0	2.472976E-1
2.833333E0	2.526284E-1
2.866667E0	2.584988E-1
2.900000E0	2.638566E-1
2.933333E0	2.692625E-1
2.966667E0	2.751573E-1
3.000000E0	2.805465E-1
3.033333E0	2.864137E-1
3.066667E0	2.925130E-1
3.100000E0	2.979971E-1
3.133333E0	3.039823E-1
3.166667E0	3.093734E-1
3.200000E0	3.153536E-1
3.233333E0	3.213186E-1
3.266667E0	3.281253E-1
3.300000E0	3.349496E-1
3.333333E0	3.410627E-1
3.366667E0	3.470610E-1
3.400000E0	3.531979E-1
3.433333E0	3.592671E-1
